#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
# FACTION MAIN
#
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
EVTDESC_PlusFaction_146;My liege,\nMy meeting with the faction went well. With any luck, things with them should be a bit easier, now.\n\nSincerely,\n[Root.job_chancellor.GetTitledName];;;;Mi Señor,\nMi reunion con la faccion fue bien. Con un poco de suerte, las relaciones con ellos deberian ser mas sencillas ahora.\n\nUn cordial saludo,\n[Root.job_chancellor.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_147;My liege,\nMy meeting with the faction did not go well. I wish I could report otherwise, but at least I'm certain I did not make things worse.\n\nMy apologies,\n[Root.job_chancellor.GetTitledName];;;;Mi Señor,\nMi reunion con la faccion no fue bien. Me gustaria poder comunicarle que si, peo al menos estoy seguro de que no he empeorado la situacion.\n\nMis disculpas,\n[Root.job_chancellor.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_148;My liege,\nMy meeting with the faction did not go well. Try as I might, their anger was simply too great, and everything I said made them feel as if I was trying to trick them. I believe I may have made things worse.\n\nMy apologies,\n[Root.job_chancellor.GetTitledName];;;;Mi Señor,\nMi reunion con la faccion no fue bien. Por mucho que lo intentara, su odio era demasiado grande, y todo lo que dije les hacia sentir como si tratase de engañarlos. Temo haber empeorado la situacion.\n\nMis disculpas,\n[Root.job_chancellor.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_149_COURT;[Root.Liege.GetTitledFirstName] recently sent [Root.Liege.job_chancellor.GetTitledName] to negotiate with the entirety of the Court Faction. The meeting went well, and it felt good to see that [Root.Liege.GetTitledFirstName] took our concerns so seriously.;;;;[Root.Liege.GetTitledFirstName] envió recientemente a [Root.Liege.job_chancellor.GetTitledName] para negociar con toda la Faccion de la Corte. La reunion fue bien, y sentó bien ver que [Root.Liege.GetTitledFirstName] se tomó nuestras preocupaciones seriamente.;;;;;;;;;x
EVTDESC_PlusFaction_149_PROSPERITY;[Root.Liege.GetTitledFirstName] recently sent [Root.Liege.job_chancellor.GetTitledName] to negotiate with the entirety of the Prosperity Faction. The meeting went well, and it felt good to see that [Root.Liege.GetTitledFirstName] took our concerns so seriously.;;;;[Root.Liege.GetTitledFirstName] envió recientemente a [Root.Liege.job_chancellor.GetTitledName] para negociar con toda la Faccion de la Prosperidad. La reunion fue bien, y sentó bien ver que [Root.Liege.GetTitledFirstName] se tomó nuestras preocupaciones seriamente.;;;;;;;;;x
EVTDESC_PlusFaction_149_GLORY;[Root.Liege.GetTitledFirstName] recently sent [Root.Liege.job_chancellor.GetTitledName] to negotiate with the entirety of the Glory Faction. The meeting went well, and it felt good to see that [Root.Liege.GetTitledFirstName] took our concerns so seriously.;;;;[Root.Liege.GetTitledFirstName] envió recientemente a [Root.Liege.job_chancellor.GetTitledName] para negociar con toda la Faccion de la Gloria. La reunion fue bien, y sentó bien ver que [Root.Liege.GetTitledFirstName] se tomó nuestras preocupaciones seriamente.;;;;;;;;;x
EVTDESC_PlusFaction_149_TRADITION;[Root.Liege.GetTitledFirstName] recently sent [Root.Liege.job_chancellor.GetTitledName] to negotiate with the entirety of the Tradition Faction. The meeting went well, and it felt good to see that [Root.Liege.GetTitledFirstName] took our concerns so seriously.;;;;[Root.Liege.GetTitledFirstName] envió recientemente a [Root.Liege.job_chancellor.GetTitledName] para negociar con toda la Faccion de la Tradicion. La reunion fue bien, y sentó bien ver que [Root.Liege.GetTitledFirstName] se tomó nuestras preocupaciones seriamente.;;;;;;;;;x
EVTDESC_PlusFaction_150_COURT;[Root.Liege.GetTitledFirstName] recently sent [Root.Liege.job_chancellor.GetTitledName] to negotiate with the entirety of the Court Faction. The meeting did not go well, as there was much argument and [Root.Liege.job_chancellor.GetTitledFirstName] seemed unable to manage any of it. At least [Root.Liege.job_chancellor.GetSheHe] did not make things worse.;;;;[Root.Liege.GetTitledFirstName] envió recientemente a [Root.Liege.job_chancellor.GetTitledName] para negociar con toda la Faccion de la Corte. La reunion no fue bien, hubo muchas discusiones y [Root.Liege.job_chancellor.GetTitledFirstName] parecio incapaz de manejarlo. Al menos no empeoró las cosas.;;;;;;;;;x
EVTDESC_PlusFaction_150_PROSPERITY;[Root.Liege.GetTitledFirstName] recently sent [Root.Liege.job_chancellor.GetTitledName] to negotiate with the entirety of the Prosperity Faction. The meeting did not go well, as there was much argument and [Root.Liege.job_chancellor.GetTitledFirstName] seemed unable to manage any of it. At least [Root.Liege.job_chancellor.GetSheHe] did not make things worse.;;;;[Root.Liege.GetTitledFirstName] envió recientemente a [Root.Liege.job_chancellor.GetTitledName] para negociar con toda la Faccion de la Prosperidad. La reunion no fue bien, hubo muchas discusiones y [Root.Liege.job_chancellor.GetTitledFirstName] parecio incapaz de manejarlo. Al menos no empeoró las cosas.;;;;;;;;;x
EVTDESC_PlusFaction_150_GLORY;[Root.Liege.GetTitledFirstName] recently sent [Root.Liege.job_chancellor.GetTitledName] to negotiate with the entirety of the Glory Faction. The meeting did not go well, as there was much argument and [Root.Liege.job_chancellor.GetTitledFirstName] seemed unable to manage any of it. At least [Root.Liege.job_chancellor.GetSheHe] did not make things worse.;;;;[Root.Liege.GetTitledFirstName] envió recientemente a [Root.Liege.job_chancellor.GetTitledName] para negociar con toda la Faccion de la Gloria. La reunion no fue bien, hubo muchas discusiones y [Root.Liege.job_chancellor.GetTitledFirstName] parecio incapaz de manejarlo. Al menos no empeoró las cosas.;;;;;;;;;x
EVTDESC_PlusFaction_150_TRADITION;[Root.Liege.GetTitledFirstName] recently sent [Root.Liege.job_chancellor.GetTitledName] to negotiate with the entirety of the Tradition Faction. The meeting did not go well, as there was much argument and [Root.Liege.job_chancellor.GetTitledFirstName] seemed unable to manage any of it. At least [Root.Liege.job_chancellor.GetSheHe] did not make things worse.;;;;[Root.Liege.GetTitledFirstName] envió recientemente a [Root.Liege.job_chancellor.GetTitledName] para negociar con toda la Faccion de la Tradicion. La reunion no fue bien, hubo muchas discusiones y [Root.Liege.job_chancellor.GetTitledFirstName] parecio incapaz de manejarlo. Al menos no empeoró las cosas.;;;;;;;;;x
EVTDESC_PlusFaction_151_COURT;[Root.Liege.GetTitledFirstName] recently sent [Root.Liege.job_chancellor.GetTitledName] to negotiate with the entirety of the Court Faction. The meeting did not go well, and [Root.Liege.job_chancellor.GetTitledFirstName]'s choice of words made each argument worse. In the end, most of us walked out, steaming with rage.;;;;[Root.Liege.GetTitledFirstName] envió recientemente a [Root.Liege.job_chancellor.GetTitledName] para negociar con toda la Faccion de la Corte. La reunion no fue bien, y las palabras elegidas por [Root.Liege.job_chancellor.GetTitledFirstName] caldeó aun mas el ambiente. Al final, salimos todos rabiosos.;;;;;;;;;x
EVTDESC_PlusFaction_151_PROSPERITY;[Root.Liege.GetTitledFirstName] recently sent [Root.Liege.job_chancellor.GetTitledName] to negotiate with the entirety of the Prosperity Faction. The meeting did not go well, and [Root.Liege.job_chancellor.GetTitledFirstName]'s choice of words made each argument worse. In the end, most of us walked out, steaming with rage.;;;;[Root.Liege.GetTitledFirstName] envió recientemente a [Root.Liege.job_chancellor.GetTitledName] para negociar con toda la Faccion de la Prosperidad. La reunion no fue bien, y las palabras elegidas por [Root.Liege.job_chancellor.GetTitledFirstName] caldeó aun mas el ambiente. Al final, salimos todos rabiosos.;;;;;;;;;x
EVTDESC_PlusFaction_151_GLORY;[Root.Liege.GetTitledFirstName] recently sent [Root.Liege.job_chancellor.GetTitledName] to negotiate with the entirety of the Glory Faction. The meeting did not go well, and [Root.Liege.job_chancellor.GetTitledFirstName]'s choice of words made each argument worse. In the end, most of us walked out, steaming with rage.;;;;[Root.Liege.GetTitledFirstName] envió recientemente a [Root.Liege.job_chancellor.GetTitledName] para negociar con toda la Faccion de la Gloria. La reunion no fue bien, y las palabras elegidas por [Root.Liege.job_chancellor.GetTitledFirstName] caldeó aun mas el ambiente. Al final, salimos todos rabiosos.;;;;;;;;;x
EVTDESC_PlusFaction_151_TRADITION;[Root.Liege.GetTitledFirstName] recently sent [Root.Liege.job_chancellor.GetTitledName] to negotiate with the entirety of the Tradition Faction. The meeting did not go well, and [Root.Liege.job_chancellor.GetTitledFirstName]'s choice of words made each argument worse. In the end, most of us walked out, steaming with rage.;;;;[Root.Liege.GetTitledFirstName] envió recientemente a [Root.Liege.job_chancellor.GetTitledName] para negociar con toda la Faccion de la Tradicion. La reunion no fue bien, y las palabras elegidas por [Root.Liege.job_chancellor.GetTitledFirstName] caldeó aun mas el ambiente. Al final, salimos todos rabiosos.;;;;;;;;;x
EVTDESC_PlusFaction_201_Happy;The Court Faction of [From.PrimaryTitle.GetName] is now §GFRIENDLY§!.;;;;La Faccion de la Corte de [From.PrimaryTitle.GetName] es ahora §GAMISTOSA§!.;;;;;;;;;x
EVTDESC_PlusFaction_201_Neutral;The Court Faction of [From.PrimaryTitle.GetName] is now §gNEUTRAL§!.;;;;La Faccion de la Corte de [From.PrimaryTitle.GetName] es ahora §gNEUTRAL§!.;;;;;;;;;x
EVTDESC_PlusFaction_201_Unhappy;The Court Faction of [From.PrimaryTitle.GetName] is now §YOPPOSED§!.;;;;La Faccion de la Corte de [From.PrimaryTitle.GetName] es ahora §YOPUESTA§!.;;;;;;;;;x
EVTDESC_PlusFaction_201_Angry;The Court Faction of [From.PrimaryTitle.GetName] is now §RHOSTILE§!.;;;;La Faccion de la Corte de [From.PrimaryTitle.GetName] es ahora §RHOSTIL§!.;;;;;;;;;x
EVTDESC_PlusFaction_202_Happy;The Prosperity Faction of [From.PrimaryTitle.GetName] is now §GFRIENDLY§!.;;;;La Faccion de la Prosperidad de [From.PrimaryTitle.GetName] es ahora §GAMISTOSA§!.;;;;;;;;;x
EVTDESC_PlusFaction_202_Neutral;The Prosperity Faction of [From.PrimaryTitle.GetName] is now §gNEUTRAL§!.;;;;La Faccion de la Prosperidad de [From.PrimaryTitle.GetName] es ahora §gNEUTRAL§!.;;;;;;;;;x
EVTDESC_PlusFaction_202_Unhappy;The Prosperity Faction of [From.PrimaryTitle.GetName] is now §YOPPOSED§!.;;;;La Faccion de la Prosperidad de [From.PrimaryTitle.GetName] es ahora §YOPUESTA§!.;;;;;;;;;x
EVTDESC_PlusFaction_202_Angry;The Prosperity Faction of [From.PrimaryTitle.GetName] is now §RHOSTILE§!.;;;;La Faccion de la Prosperidad de [From.PrimaryTitle.GetName] es ahora §RHOSTIL§!.;;;;;;;;;x
EVTDESC_PlusFaction_203_Happy;The Glory Faction of [From.PrimaryTitle.GetName] is now §GFRIENDLY§!.;;;;La Faccion de la Gloria de [From.PrimaryTitle.GetName] es ahora §GAMISTOSA§!.;;;;;;;;;x
EVTDESC_PlusFaction_203_Neutral;The Glory Faction of [From.PrimaryTitle.GetName] is now §gNEUTRAL§!.;;;;La Faccion de la Gloria de [From.PrimaryTitle.GetName] es ahora §gNEUTRAL§!.;;;;;;;;;x
EVTDESC_PlusFaction_203_Unhappy;The Glory Faction of [From.PrimaryTitle.GetName] is now §YOPPOSED§!.;;;;La Faccion de la Gloria de [From.PrimaryTitle.GetName] es ahora §YOPUESTA§!.;;;;;;;;;x
EVTDESC_PlusFaction_203_Angry;The Glory Faction of [From.PrimaryTitle.GetName] is now §RHOSTILE§!.;;;;La Faccion de la Gloria de [From.PrimaryTitle.GetName] es ahora §RHOSTIL§!.;;;;;;;;;x
EVTDESC_PlusFaction_204_Happy;The Tradition Faction of [From.PrimaryTitle.GetName] is now §GFRIENDLY§!.;;;;La Faccion de la Tradicion de [From.PrimaryTitle.GetName] es ahora §GAMISTOSA§!.;;;;;;;;;x
EVTDESC_PlusFaction_204_Neutral;The Tradition Faction of [From.PrimaryTitle.GetName] is now §gNEUTRAL§!.;;;;La Faccion de la Tradicion de [From.PrimaryTitle.GetName] es ahora §gNEUTRAL§!.;;;;;;;;;x
EVTDESC_PlusFaction_204_Unhappy;The Tradition Faction of [From.PrimaryTitle.GetName] is now §YOPPOSED§!.;;;;La Faccion de la Tradicion de [From.PrimaryTitle.GetName] es ahora §YOPUESTA§!.;;;;;;;;;x
EVTDESC_PlusFaction_204_Angry;The Tradition Faction of [From.PrimaryTitle.GetName] is now §RHOSTILE§!.;;;;La Faccion de la Tradicion de [From.PrimaryTitle.GetName] es ahora §RHOSTIL§!.;;;;;;;;;x
EVTDESC_PlusFaction_211A;With the assumption of the [FromFrom.GetFullName] by [Root.Liege.GetTitledFirstName], the Court Faction will have to undergo a period of transition as [Root.Liege.GetHerHis] new vassals work out their relations to [Root.Liege.GetHerHis] old ones.;;;;Con la asuncion de [FromFrom.GetFullName] del [Root.Liege.GetTitledFirstName], la Faccion de la Corte pasara por un periodo de transicion a medida que sus nuevos vasallos conocen al resto de vasallos antiguos.;;;;;;;;;x
EVTDESC_PlusFaction_211B;With the assumption of the [FromFrom.GetFullName] by [Root.Liege.GetTitledFirstName], the Prosperity Faction will have to undergo a period of transition as [Root.Liege.GetHerHis] new vassals work out their relations to [Root.Liege.GetHerHis] old ones.;;;;Con la asuncion de [FromFrom.GetFullName] del [Root.Liege.GetTitledFirstName], la Faccion de la Prosperidad pasara por un periodo de transicion a medida que sus nuevos vasallos conocen al resto de vasallos antiguos.;;;;;;;;;x
EVTDESC_PlusFaction_211C;With the assumption of the [FromFrom.GetFullName] by [Root.Liege.GetTitledFirstName], the Glory Faction will have to undergo a period of transition as [Root.Liege.GetHerHis] new vassals work out their relations to [Root.Liege.GetHerHis] old ones.;;;;Con la asuncion de [FromFrom.GetFullName] del [Root.Liege.GetTitledFirstName], la Faccion de la Gloria pasara por un periodo de transicion a medida que sus nuevos vasallos conocen al resto de vasallos antiguos.;;;;;;;;;x
EVTDESC_PlusFaction_211D;With the assumption of the [FromFrom.GetFullName] by [Root.Liege.GetTitledFirstName], the Tradition Faction will have to undergo a period of transition as [Root.Liege.GetHerHis] new vassals work out their relations to [Root.Liege.GetHerHis] old ones.;;;;Con la asuncion de [FromFrom.GetFullName] del [Root.Liege.GetTitledFirstName], la Faccion de la Tradicion pasara por un periodo de transicion a medida que sus nuevos vasallos conocen al resto de vasallos antiguos.;;;;;;;;;x
